$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
0.1,0.1,0.1,0.1,0.424
0.1,0.1,0.2,0.2,0.586
0.1,0.1,0.3,0.3,0.332
0.1,0.1,0.4,0.4,0.138
0.1,0.1,0.5,0.5,0.092
0.1,0.1,0.6,0.6,0.082
0.1,0.1,0.7,0.7,0.076
0.1,0.1,0.8,0.8,0.074
0.1,0.1,0.9,0.9,0.072
0.1,0.1,1.0,1.0,0.062
0.1,0.1,1.1,1.1,0.07
0.1,0.1,1.2,1.2,0.066
0.1,0.1,1.3,1.3,0.074
0.1,0.1,1.4,1.4,0.072
0.1,0.1,1.5,1.5,0.06
0.1,0.1,1.6,1.6,0.078
0.1,0.1,1.7,1.7,0.052
0.1,0.1,1.8,1.8,0.062
0.1,0.1,1.9,1.9,0.058
0.1,0.1,2.0,2.0,0.074
0.1,0.1,2.1,2.1,0.074
0.1,0.1,2.2,2.2,0.046
0.1,0.1,2.3,2.3,0.046
0.1,0.1,2.4,2.4,0.06
0.1,0.1,2.5,2.5,0.056
0.1,0.1,2.6,2.6,0.052
0.1,0.1,2.7,2.7,0.062
0.1,0.1,2.8,2.8,0.064
0.1,0.1,2.9,2.9,0.036
0.1,0.1,3.0,3.0,0.066
0.1,0.1,3.1,3.1,0.056
0.1,0.1,3.2,3.2,0.046
0.1,0.1,3.3,3.3,0.036
0.1,0.1,3.4,3.4,0.074
0.1,0.1,3.5,3.5,0.046
0.1,0.1,3.6,3.6,0.03
0.1,0.1,3.7,3.7,0.062
0.1,0.1,3.8,3.8,0.058
0.1,0.1,3.9,3.9,0.072
0.1,0.1,4.0,4.0,0.068
0.1,0.1,4.1,4.1,0.034
0.1,0.1,4.2,4.2,0.058
0.1,0.1,4.3,4.3,0.05
0.1,0.1,4.4,4.4,0.068
0.1,0.1,4.5,4.5,0.054
0.1,0.1,4.6,4.6,0.058
0.1,0.1,4.7,4.7,0.066
