$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
0.1,0.1,0.1,0.1,0.86
0.1,0.1,0.2,0.2,0.888
0.1,0.1,0.3,0.3,0.828
0.1,0.1,0.4,0.4,0.8
0.1,0.1,0.5,0.5,0.76
0.1,0.1,0.6,0.6,0.718
0.1,0.1,0.7,0.7,0.678
0.1,0.1,0.8,0.8,0.716
0.1,0.1,0.9,0.9,0.656
0.1,0.1,1.0,1.0,0.652
0.1,0.1,1.1,1.1,0.66
0.1,0.1,1.2,1.2,0.618
0.1,0.1,1.3,1.3,0.588
0.1,0.1,1.4,1.4,0.682
0.1,0.1,1.5,1.5,0.608
0.1,0.1,1.6,1.6,0.578
0.1,0.1,1.7,1.7,0.588
0.1,0.1,1.8,1.8,0.634
0.1,0.1,1.9,1.9,0.58
0.1,0.1,2.0,2.0,0.604
0.1,0.1,2.1,2.1,0.614
0.1,0.1,2.2,2.2,0.622
0.1,0.1,2.3,2.3,0.604
0.1,0.1,2.4,2.4,0.62
0.1,0.1,2.5,2.5,0.598
0.1,0.1,2.6,2.6,0.608
0.1,0.1,2.7,2.7,0.584
0.1,0.1,2.8,2.8,0.582
0.1,0.1,2.9,2.9,0.6
0.1,0.1,3.0,3.0,0.584
0.1,0.1,3.1,3.1,0.528
0.1,0.1,3.2,3.2,0.588
0.1,0.1,3.3,3.3,0.562
0.1,0.1,3.4,3.4,0.574
0.1,0.1,3.5,3.5,0.592
0.1,0.1,3.6,3.6,0.584
0.1,0.1,3.7,3.7,0.578
0.1,0.1,3.8,3.8,0.6
0.1,0.1,3.9,3.9,0.578
0.1,0.1,4.0,4.0,0.58
0.1,0.1,4.1,4.1,0.578
0.1,0.1,4.2,4.2,0.582
0.1,0.1,4.3,4.3,0.564
0.1,0.1,4.4,4.4,0.602
0.1,0.1,4.5,4.5,0.578
0.1,0.1,4.6,4.6,0.574
0.1,0.1,4.7,4.7,0.618
0.1,0.1,4.8,4.8,0.59
0.1,0.1,4.9,4.9,0.574
0.1,0.1,5.0,5.0,0.574
0.1,0.1,5.1,5.1,0.584
0.1,0.1,5.2,5.2,0.572
0.1,0.1,5.3,5.3,0.586
0.1,0.1,5.4,5.4,0.564
0.1,0.1,5.5,5.5,0.562
0.1,0.1,5.6,5.6,0.564
0.1,0.1,5.7,5.7,0.558
0.1,0.1,5.8,5.8,0.542
0.1,0.1,5.9,5.9,0.61
0.1,0.1,6.0,6.0,0.548
0.1,0.1,6.1,6.1,0.604
0.1,0.1,6.2,6.2,0.574
0.1,0.1,6.3,6.3,0.618
0.1,0.1,6.4,6.4,0.616
0.1,0.1,6.5,6.5,0.586
0.1,0.1,6.6,6.6,0.56
0.1,0.1,6.7,6.7,0.576
0.1,0.1,6.8,6.8,0.552
0.1,0.1,6.9,6.9,0.562
0.1,0.1,7.0,7.0,0.54
0.1,0.1,7.1,7.1,0.578
0.1,0.1,7.2,7.2,0.604
0.1,0.1,7.3,7.3,0.592
0.1,0.1,7.4,7.4,0.552
0.1,0.1,7.5,7.5,0.5
0.1,0.1,7.6,7.6,0.536
0.1,0.1,7.7,7.7,0.598
0.1,0.1,7.8,7.8,0.598
0.1,0.1,7.9,7.9,0.6
0.1,0.1,8.0,8.0,0.582
0.1,0.1,8.1,8.1,0.562
0.1,0.1,8.2,8.2,0.562
0.1,0.1,8.3,8.3,0.572
0.1,0.1,8.4,8.4,0.572
0.1,0.1,8.5,8.5,0.598
0.1,0.1,8.6,8.6,0.562
0.1,0.1,8.7,8.7,0.56
0.1,0.1,8.8,8.8,0.568
0.1,0.1,8.9,8.9,0.558
0.1,0.1,9.0,9.0,0.572
0.1,0.1,9.1,9.1,0.546
0.1,0.1,9.2,9.2,0.57
0.1,0.1,9.3,9.3,0.564
0.1,0.1,9.4,9.4,0.57
0.1,0.1,9.5,9.5,0.558
0.1,0.1,9.6,9.6,0.52
0.1,0.1,9.7,9.7,0.586
0.1,0.1,9.8,9.8,0.554
0.1,0.1,9.9,9.9,0.57
0.1,0.1,10.0,10.0,0.554
0.1,0.1,10.1,10.1,0.588
0.1,0.1,10.2,10.2,0.582
0.1,0.1,10.3,10.3,0.544
0.1,0.1,10.4,10.4,0.534
0.1,0.1,10.5,10.5,0.62
0.1,0.1,10.6,10.6,0.562
0.1,0.1,10.7,10.7,0.604
0.1,0.1,10.8,10.8,0.576
0.1,0.1,10.9,10.9,0.584
0.1,0.1,11.0,11.0,0.586
0.1,0.1,11.1,11.1,0.564
0.1,0.1,11.2,11.2,0.586
0.1,0.1,11.3,11.3,0.524
0.1,0.1,11.4,11.4,0.552
0.1,0.1,11.5,11.5,0.634
0.1,0.1,11.6,11.6,0.592
0.1,0.1,11.7,11.7,0.574
0.1,0.1,11.8,11.8,0.53
0.1,0.1,11.9,11.9,0.566
0.1,0.1,12.0,12.0,0.552
0.1,0.1,12.1,12.1,0.604
0.1,0.1,12.2,12.2,0.546
0.1,0.1,12.3,12.3,0.57
0.1,0.1,12.4,12.4,0.564
0.1,0.1,12.5,12.5,0.568
0.1,0.1,12.6,12.6,0.53
0.1,0.1,12.7,12.7,0.56
0.1,0.1,12.8,12.8,0.554
0.1,0.1,12.9,12.9,0.544
0.1,0.1,13.0,13.0,0.55
0.1,0.1,13.1,13.1,0.548
0.1,0.1,13.2,13.2,0.568
0.1,0.1,13.3,13.3,0.528
0.1,0.1,13.4,13.4,0.552
0.1,0.1,13.5,13.5,0.554
0.1,0.1,13.6,13.6,0.55
0.1,0.1,13.7,13.7,0.564
