$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
0.0,0.0,0.0,0.0,0.038
0.0,0.0,0.1,0.1,0.114
0.0,0.0,0.2,0.2,0.096
0.0,0.0,0.3,0.3,0.104
0.0,0.0,0.4,0.4,0.104
0.0,0.0,0.5,0.5,0.106
0.0,0.0,0.6,0.6,0.1
0.0,0.0,0.7,0.7,0.09
0.0,0.0,0.8,0.8,0.102
0.0,0.0,0.9,0.9,0.096
0.0,0.0,1.0,1.0,0.088
0.0,0.0,1.1,1.1,0.122
0.0,0.0,1.2,1.2,0.124
0.0,0.0,1.3,1.3,0.11
0.0,0.0,1.4,1.4,0.112
0.0,0.0,1.5,1.5,0.08
0.0,0.0,1.6,1.6,0.088
0.0,0.0,1.7,1.7,0.1
0.0,0.0,1.8,1.8,0.1
0.0,0.0,1.9,1.9,0.116
0.0,0.0,2.0,2.0,0.106
0.0,0.0,2.1,2.1,0.108
0.0,0.0,2.2,2.2,0.102
0.0,0.0,2.3,2.3,0.098
0.0,0.0,2.4,2.4,0.074
0.0,0.0,2.5,2.5,0.114
0.0,0.0,2.6,2.6,0.1
0.0,0.0,2.7,2.7,0.092
0.0,0.0,2.8,2.8,0.118
0.0,0.0,2.9,2.9,0.118
0.0,0.0,3.0,3.0,0.094
0.0,0.0,3.1,3.1,0.104
0.0,0.0,3.2,3.2,0.112
0.0,0.0,3.3,3.3,0.108
0.0,0.0,3.4,3.4,0.124
0.0,0.0,3.5,3.5,0.11
0.0,0.0,3.6,3.6,0.06
0.0,0.0,3.7,3.7,0.132
0.0,0.0,3.8,3.8,0.086
0.0,0.0,3.9,3.9,0.092
0.0,0.0,4.0,4.0,0.11
0.0,0.0,4.1,4.1,0.132
0.0,0.0,4.2,4.2,0.132
0.0,0.0,4.3,4.3,0.084
0.0,0.0,4.4,4.4,0.124
0.0,0.0,4.5,4.5,0.12
0.0,0.0,4.6,4.6,0.106
0.0,0.0,4.7,4.7,0.118
0.0,0.0,4.8,4.8,0.092
0.0,0.0,4.9,4.9,0.098
0.0,0.0,5.0,5.0,0.11
0.0,0.0,5.1,5.1,0.106
0.0,0.0,5.2,5.2,0.116
0.0,0.0,5.3,5.3,0.086
0.0,0.0,5.4,5.4,0.1
0.0,0.0,5.5,5.5,0.134
0.0,0.0,5.6,5.6,0.1
0.0,0.0,5.7,5.7,0.084
0.0,0.0,5.8,5.8,0.124
0.0,0.0,5.9,5.9,0.122
0.0,0.0,6.0,6.0,0.11
0.0,0.0,6.1,6.1,0.102
0.0,0.0,6.2,6.2,0.122
0.0,0.0,6.3,6.3,0.118
0.0,0.0,6.4,6.4,0.094
0.0,0.0,6.5,6.5,0.12
0.0,0.0,6.6,6.6,0.09
0.0,0.0,6.7,6.7,0.114
0.0,0.0,6.8,6.8,0.104
0.0,0.0,6.9,6.9,0.09
0.0,0.0,7.0,7.0,0.098
0.0,0.0,7.1,7.1,0.122
0.0,0.0,7.2,7.2,0.12
0.0,0.0,7.3,7.3,0.096
0.0,0.0,7.4,7.4,0.126
0.0,0.0,7.5,7.5,0.076
0.0,0.0,7.6,7.6,0.074
0.0,0.0,7.7,7.7,0.126
0.0,0.0,7.8,7.8,0.11
0.0,0.0,7.9,7.9,0.108
0.0,0.0,8.0,8.0,0.112
0.0,0.0,8.1,8.1,0.11
0.0,0.0,8.2,8.2,0.092
0.0,0.0,8.3,8.3,0.138
0.0,0.0,8.4,8.4,0.098
0.0,0.0,8.5,8.5,0.124
0.0,0.0,8.6,8.6,0.102
0.0,0.0,8.7,8.7,0.112
0.0,0.0,8.8,8.8,0.114
0.0,0.0,8.9,8.9,0.128
0.0,0.0,9.0,9.0,0.114
0.0,0.0,9.1,9.1,0.102
0.0,0.0,9.2,9.2,0.102
0.0,0.0,9.3,9.3,0.152
0.0,0.0,9.4,9.4,0.106
0.0,0.0,9.5,9.5,0.102
0.0,0.0,9.6,9.6,0.118
0.0,0.0,9.7,9.7,0.11
0.0,0.0,9.8,9.8,0.108
0.0,0.0,9.9,9.9,0.082
0.0,0.0,10.0,10.0,0.1
0.0,0.0,10.1,10.1,0.096
0.0,0.0,10.2,10.2,0.108
0.0,0.0,10.3,10.3,0.118
0.0,0.0,10.4,10.4,0.116
0.0,0.0,10.5,10.5,0.13
0.0,0.0,10.6,10.6,0.116
0.0,0.0,10.7,10.7,0.118
0.0,0.0,10.8,10.8,0.11
0.0,0.0,10.9,10.9,0.12
0.0,0.0,11.0,11.0,0.108
0.0,0.0,11.1,11.1,0.104
0.0,0.0,11.2,11.2,0.104
0.0,0.0,11.3,11.3,0.084
0.0,0.0,11.4,11.4,0.136
0.0,0.0,11.5,11.5,0.114
0.0,0.0,11.6,11.6,0.086
0.0,0.0,11.7,11.7,0.11
0.0,0.0,11.8,11.8,0.13
0.0,0.0,11.9,11.9,0.094
0.0,0.0,12.0,12.0,0.106
0.0,0.0,12.1,12.1,0.11
0.0,0.0,12.2,12.2,0.108
0.0,0.0,12.3,12.3,0.136
0.0,0.0,12.4,12.4,0.08
0.0,0.0,12.5,12.5,0.132
0.0,0.0,12.6,12.6,0.112
0.0,0.0,12.7,12.7,0.096
0.0,0.0,12.8,12.8,0.1
0.0,0.0,12.9,12.9,0.114
0.0,0.0,13.0,13.0,0.1
0.0,0.0,13.1,13.1,0.11
0.0,0.0,13.2,13.2,0.098
0.0,0.0,13.3,13.3,0.112
0.0,0.0,13.4,13.4,0.122
0.0,0.0,13.5,13.5,0.088
0.0,0.0,13.6,13.6,0.118
0.0,0.0,13.7,13.7,0.088
0.0,0.0,13.8,13.8,0.104
0.0,0.0,13.9,13.9,0.086
0.0,0.0,14.0,14.0,0.126
0.0,0.0,14.1,14.1,0.126
0.0,0.0,14.2,14.2,0.116
0.0,0.0,14.3,14.3,0.106
0.0,0.0,14.4,14.4,0.092
0.0,0.0,14.5,14.5,0.096
0.0,0.0,14.6,14.6,0.098
0.0,0.0,14.7,14.7,0.108
0.0,0.0,14.8,14.8,0.1
0.0,0.0,14.9,14.9,0.122
0.0,0.0,15.0,15.0,0.108
0.1,0.1,0.0,0.0,0.042
0.1,0.1,0.1,0.1,0.852
0.1,0.1,0.2,0.2,0.618
0.1,0.1,0.3,0.3,0.328
0.1,0.1,0.4,0.4,0.236
0.1,0.1,0.5,0.5,0.192
0.1,0.1,0.6,0.6,0.184
0.1,0.1,0.7,0.7,0.162
0.1,0.1,0.8,0.8,0.184
0.1,0.1,0.9,0.9,0.152
0.1,0.1,1.0,1.0,0.15
0.1,0.1,1.1,1.1,0.17
0.1,0.1,1.2,1.2,0.134
0.1,0.1,1.3,1.3,0.142
0.1,0.1,1.4,1.4,0.118
0.1,0.1,1.5,1.5,0.118
0.1,0.1,1.6,1.6,0.134
0.1,0.1,1.7,1.7,0.112
0.1,0.1,1.8,1.8,0.146
0.1,0.1,1.9,1.9,0.128
0.1,0.1,2.0,2.0,0.14
0.1,0.1,2.1,2.1,0.118
0.1,0.1,2.2,2.2,0.128
0.1,0.1,2.3,2.3,0.124
0.1,0.1,2.4,2.4,0.108
0.1,0.1,2.5,2.5,0.126
0.1,0.1,2.6,2.6,0.106
0.1,0.1,2.7,2.7,0.138
0.1,0.1,2.8,2.8,0.134
0.1,0.1,2.9,2.9,0.102
0.1,0.1,3.0,3.0,0.116
0.1,0.1,3.1,3.1,0.132
0.1,0.1,3.2,3.2,0.11
0.1,0.1,3.3,3.3,0.126
0.1,0.1,3.4,3.4,0.12
0.1,0.1,3.5,3.5,0.126
0.1,0.1,3.6,3.6,0.112
0.1,0.1,3.7,3.7,0.114
0.1,0.1,3.8,3.8,0.124
0.1,0.1,3.9,3.9,0.122
0.1,0.1,4.0,4.0,0.116
0.1,0.1,4.1,4.1,0.122
0.1,0.1,4.2,4.2,0.134
0.1,0.1,4.3,4.3,0.1
0.1,0.1,4.4,4.4,0.108
0.1,0.1,4.5,4.5,0.114
0.1,0.1,4.6,4.6,0.086
0.1,0.1,4.7,4.7,0.122
0.1,0.1,4.8,4.8,0.122
0.1,0.1,4.9,4.9,0.086
0.1,0.1,5.0,5.0,0.122
0.1,0.1,5.1,5.1,0.122
0.1,0.1,5.2,5.2,0.11
0.1,0.1,5.3,5.3,0.118
0.1,0.1,5.4,5.4,0.104
0.1,0.1,5.5,5.5,0.11
0.1,0.1,5.6,5.6,0.104
0.1,0.1,5.7,5.7,0.106
0.1,0.1,5.8,5.8,0.114
0.1,0.1,5.9,5.9,0.086
0.1,0.1,6.0,6.0,0.096
0.1,0.1,6.1,6.1,0.096
0.1,0.1,6.2,6.2,0.096
0.1,0.1,6.3,6.3,0.112
0.1,0.1,6.4,6.4,0.088
0.1,0.1,6.5,6.5,0.132
0.1,0.1,6.6,6.6,0.096
0.1,0.1,6.7,6.7,0.106
0.1,0.1,6.8,6.8,0.102
0.1,0.1,6.9,6.9,0.09
0.1,0.1,7.0,7.0,0.116
0.1,0.1,7.1,7.1,0.118
0.1,0.1,7.2,7.2,0.122
0.1,0.1,7.3,7.3,0.128
0.1,0.1,7.4,7.4,0.106
0.1,0.1,7.5,7.5,0.096
0.1,0.1,7.6,7.6,0.12
0.1,0.1,7.7,7.7,0.124
0.1,0.1,7.8,7.8,0.11
0.1,0.1,7.9,7.9,0.116
0.1,0.1,8.0,8.0,0.118
0.1,0.1,8.1,8.1,0.11
0.1,0.1,8.2,8.2,0.118
0.1,0.1,8.3,8.3,0.104
0.1,0.1,8.4,8.4,0.09
0.1,0.1,8.5,8.5,0.114
0.1,0.1,8.6,8.6,0.092
0.1,0.1,8.7,8.7,0.086
0.1,0.1,8.8,8.8,0.102
0.1,0.1,8.9,8.9,0.088
0.1,0.1,9.0,9.0,0.098
0.1,0.1,9.1,9.1,0.116
0.1,0.1,9.2,9.2,0.094
0.1,0.1,9.3,9.3,0.11
0.1,0.1,9.4,9.4,0.116
0.1,0.1,9.5,9.5,0.124
0.1,0.1,9.6,9.6,0.106
0.1,0.1,9.7,9.7,0.126
0.1,0.1,9.8,9.8,0.108
0.1,0.1,9.9,9.9,0.104
0.1,0.1,10.0,10.0,0.096
0.1,0.1,10.1,10.1,0.116
0.1,0.1,10.2,10.2,0.136
0.1,0.1,10.3,10.3,0.104
0.1,0.1,10.4,10.4,0.11
0.1,0.1,10.5,10.5,0.112
0.1,0.1,10.6,10.6,0.094
0.1,0.1,10.7,10.7,0.1
0.1,0.1,10.8,10.8,0.108
0.1,0.1,10.9,10.9,0.124
0.1,0.1,11.0,11.0,0.096
0.1,0.1,11.1,11.1,0.11
0.1,0.1,11.2,11.2,0.106
0.1,0.1,11.3,11.3,0.11
0.1,0.1,11.4,11.4,0.094
0.1,0.1,11.5,11.5,0.106
0.1,0.1,11.6,11.6,0.096
0.1,0.1,11.7,11.7,0.084
0.1,0.1,11.8,11.8,0.106
0.1,0.1,11.9,11.9,0.088
0.1,0.1,12.0,12.0,0.088
0.1,0.1,12.1,12.1,0.096
0.1,0.1,12.2,12.2,0.09
0.1,0.1,12.3,12.3,0.11
0.1,0.1,12.4,12.4,0.1
0.1,0.1,12.5,12.5,0.102
0.1,0.1,12.6,12.6,0.11
0.1,0.1,12.7,12.7,0.11
0.1,0.1,12.8,12.8,0.122
0.1,0.1,12.9,12.9,0.114
0.1,0.1,13.0,13.0,0.092
0.1,0.1,13.1,13.1,0.11
0.1,0.1,13.2,13.2,0.098
0.1,0.1,13.3,13.3,0.088
0.1,0.1,13.4,13.4,0.128
0.1,0.1,13.5,13.5,0.1
0.1,0.1,13.6,13.6,0.122
0.1,0.1,13.7,13.7,0.114
0.1,0.1,13.8,13.8,0.112
0.1,0.1,13.9,13.9,0.114
0.1,0.1,14.0,14.0,0.114
0.1,0.1,14.1,14.1,0.096
0.1,0.1,14.2,14.2,0.14
0.1,0.1,14.3,14.3,0.116
0.1,0.1,14.4,14.4,0.094
0.1,0.1,14.5,14.5,0.12
0.1,0.1,14.6,14.6,0.1
0.1,0.1,14.7,14.7,0.104
0.1,0.1,14.8,14.8,0.114
0.1,0.1,14.9,14.9,0.102
0.1,0.1,15.0,15.0,0.124
0.2,0.2,0.0,0.0,0.056
0.2,0.2,0.1,0.1,0.786
0.2,0.2,0.2,0.2,0.86
0.2,0.2,0.3,0.3,0.772
0.2,0.2,0.4,0.4,0.59
0.2,0.2,0.5,0.5,0.44
0.2,0.2,0.6,0.6,0.35
0.2,0.2,0.7,0.7,0.262
0.2,0.2,0.8,0.8,0.264
0.2,0.2,0.9,0.9,0.202
0.2,0.2,1.0,1.0,0.224
0.2,0.2,1.1,1.1,0.18
0.2,0.2,1.2,1.2,0.168
0.2,0.2,1.3,1.3,0.162
0.2,0.2,1.4,1.4,0.138
0.2,0.2,1.5,1.5,0.166
0.2,0.2,1.6,1.6,0.136
0.2,0.2,1.7,1.7,0.154
0.2,0.2,1.8,1.8,0.144
0.2,0.2,1.9,1.9,0.124
0.2,0.2,2.0,2.0,0.122
0.2,0.2,2.1,2.1,0.142
0.2,0.2,2.2,2.2,0.112
0.2,0.2,2.3,2.3,0.102
0.2,0.2,2.4,2.4,0.152
0.2,0.2,2.5,2.5,0.132
0.2,0.2,2.6,2.6,0.156
0.2,0.2,2.7,2.7,0.13
0.2,0.2,2.8,2.8,0.122
0.2,0.2,2.9,2.9,0.132
0.2,0.2,3.0,3.0,0.128
0.2,0.2,3.1,3.1,0.166
0.2,0.2,3.2,3.2,0.11
0.2,0.2,3.3,3.3,0.12
0.2,0.2,3.4,3.4,0.13
0.2,0.2,3.5,3.5,0.108
0.2,0.2,3.6,3.6,0.126
0.2,0.2,3.7,3.7,0.14
0.2,0.2,3.8,3.8,0.138
0.2,0.2,3.9,3.9,0.116
0.2,0.2,4.0,4.0,0.13
0.2,0.2,4.1,4.1,0.102
0.2,0.2,4.2,4.2,0.1
0.2,0.2,4.3,4.3,0.132
0.2,0.2,4.4,4.4,0.138
0.2,0.2,4.5,4.5,0.1
0.2,0.2,4.6,4.6,0.124
0.2,0.2,4.7,4.7,0.108
0.2,0.2,4.8,4.8,0.098
0.2,0.2,4.9,4.9,0.13
0.2,0.2,5.0,5.0,0.114
0.2,0.2,5.1,5.1,0.114
0.2,0.2,5.2,5.2,0.116
0.2,0.2,5.3,5.3,0.118
0.2,0.2,5.4,5.4,0.094
