$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
0.1,0.1,0.1,0.1,0.182
0.1,0.1,0.2,0.2,0.212
0.1,0.1,0.3,0.3,0.078
0.1,0.1,0.4,0.4,0.028
0.1,0.1,0.5,0.5,0.052
0.1,0.1,0.6,0.6,0.034
0.1,0.1,0.7,0.7,0.04
0.1,0.1,0.8,0.8,0.036
0.1,0.1,0.9,0.9,0.022
0.1,0.1,1.0,1.0,0.03
0.1,0.1,1.1,1.1,0.018
0.1,0.1,1.2,1.2,0.012
0.1,0.1,1.3,1.3,0.012
0.1,0.1,1.4,1.4,0.034
0.1,0.1,1.5,1.5,0.022
0.1,0.1,1.6,1.6,0.014
0.1,0.1,1.7,1.7,0.022
0.1,0.1,1.8,1.8,0.02
0.1,0.1,1.9,1.9,0.012
0.1,0.1,2.0,2.0,0.024
0.1,0.1,2.1,2.1,0.024
0.1,0.1,2.2,2.2,0.026
0.1,0.1,2.3,2.3,0.034
0.1,0.1,2.4,2.4,0.026
0.1,0.1,2.5,2.5,0.018
0.1,0.1,2.6,2.6,0.016
0.1,0.1,2.7,2.7,0.02
0.1,0.1,2.8,2.8,0.02
0.1,0.1,2.9,2.9,0.022
0.1,0.1,3.0,3.0,0.028
0.1,0.1,3.1,3.1,0.048
0.1,0.1,3.2,3.2,0.02
0.1,0.1,3.3,3.3,0.01
0.1,0.1,3.4,3.4,0.028
0.1,0.1,3.5,3.5,0.008
0.1,0.1,3.6,3.6,0.016
0.1,0.1,3.7,3.7,0.034
0.1,0.1,3.8,3.8,0.01
0.1,0.1,3.9,3.9,0.03
0.1,0.1,4.0,4.0,0.02
0.1,0.1,4.1,4.1,0.02
0.1,0.1,4.2,4.2,0.024
0.1,0.1,4.3,4.3,0.02
0.1,0.1,4.4,4.4,0.022
0.1,0.1,4.5,4.5,0.016
0.1,0.1,4.6,4.6,0.018
0.1,0.1,4.7,4.7,0.026
0.1,0.1,4.8,4.8,0.016
0.1,0.1,4.9,4.9,0.024
0.1,0.1,5.0,5.0,0.02
0.1,0.1,5.1,5.1,0.012
0.1,0.1,5.2,5.2,0.028
0.1,0.1,5.3,5.3,0.02
0.1,0.1,5.4,5.4,0.016
0.1,0.1,5.5,5.5,0.014
0.1,0.1,5.6,5.6,0.018
0.1,0.1,5.7,5.7,0.032
0.1,0.1,5.8,5.8,0.018
0.1,0.1,5.9,5.9,0.026
0.1,0.1,6.0,6.0,0.026
0.1,0.1,6.1,6.1,0.018
0.1,0.1,6.2,6.2,0.028
0.1,0.1,6.3,6.3,0.028
0.1,0.1,6.4,6.4,0.012
0.1,0.1,6.5,6.5,0.028
0.1,0.1,6.6,6.6,0.022
0.1,0.1,6.7,6.7,0.012
0.1,0.1,6.8,6.8,0.012
0.1,0.1,6.9,6.9,0.024
0.1,0.1,7.0,7.0,0.018
0.1,0.1,7.1,7.1,0.018
0.1,0.1,7.2,7.2,0.036
0.1,0.1,7.3,7.3,0.026
0.1,0.1,7.4,7.4,0.026
0.1,0.1,7.5,7.5,0.02
0.1,0.1,7.6,7.6,0.018
0.1,0.1,7.7,7.7,0.024
0.1,0.1,7.8,7.8,0.028
0.1,0.1,7.9,7.9,0.01
0.1,0.1,8.0,8.0,0.022
0.1,0.1,8.1,8.1,0.014
0.1,0.1,8.2,8.2,0.016
0.1,0.1,8.3,8.3,0.024
0.1,0.1,8.4,8.4,0.016
0.1,0.1,8.5,8.5,0.018
0.1,0.1,8.6,8.6,0.018
0.1,0.1,8.7,8.7,0.032
0.1,0.1,8.8,8.8,0.022
0.1,0.1,8.9,8.9,0.024
0.1,0.1,9.0,9.0,0.012
0.1,0.1,9.1,9.1,0.014
